"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Orientation","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Buying price (AUD)","Estimate (AUD)","Private comment","Public comment"
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 65","N# 430","1 Cent - Elizabeth II (Confederation)","Circulating commemorative coin","1967","Round","Bronze (98% Copper, 1.5% Zinc, 0.5% Tin)","3.24","19.05","1.65","Medal alignment ↑↑","1967","1967","","","1","","VG","","0.2","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 127","N# 429","1 Cent - Elizabeth II (2nd portrait; light type)","Standard circulation coin","1980-1981","Round","Copper (98% copper, 1.75% tin, 0.25% zinc)","2.8","19","1.45","Medal alignment ↑↑","1980","1980","","","1","","UNC","","1.03","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 127","N# 429","1 Cent - Elizabeth II (2nd portrait; light type)","Standard circulation coin","1980-1981","Round","Copper (98% copper, 1.75% tin, 0.25% zinc)","2.8","19","1.45","Medal alignment ↑↑","1980","1980","","","1","","VG","","0.11","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 132","N# 427","1 Cent - Elizabeth II (2nd portrait, 12 sided)","Standard circulation coin","1982-1989","Dodecagonal (12-sided)","Bronze (.980 Cu, .005 Sn, .015 Zn)","2.5","19.1","1.45","Medal alignment ↑↑","1986","1986","","Proof","1","","UNC","","1.93","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 132","N# 427","1 Cent - Elizabeth II (2nd portrait, 12 sided)","Standard circulation coin","1982-1989","Dodecagonal (12-sided)","Bronze (.980 Cu, .005 Sn, .015 Zn)","2.5","19.1","1.45","Medal alignment ↑↑","1988","1988","","","1","","VG","","0.07","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 181","N# 425","1 Cent - Elizabeth II (3rd portrait, 12 sided)","Standard circulation coin","1990-1996","Dodecagonal (12-sided)","Bronze (.980 Cu, .005 Sn, .015 Zn)","2.5","19.1","1.45","Medal alignment ↑↑","1991","1991","","","1","","VG","","0.09","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 289","N# 424","1 Cent - Elizabeth II (3rd portrait)","Standard circulation coin","1997-2003","Round","Copper plated zinc","2.25","19.05","1.45","Medal alignment ↑↑","1999","1999","","","1","","F","","0.15","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 490","N# 421","1 Cent - Elizabeth II (4th portrait; non-magnetic)","Standard circulation coin","2003-2012","Round","Copper plated zinc","2.25","19.05","1.45","Medal alignment ↑↑","2004","2004","","","1","","F","","0.07","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 490","N# 421","1 Cent - Elizabeth II (4th portrait; non-magnetic)","Standard circulation coin","2003-2012","Round","Copper plated zinc","2.25","19.05","1.45","Medal alignment ↑↑","2009","2009","L","RCM Logo","1","","VG","","","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 490","N# 421","1 Cent - Elizabeth II (4th portrait; non-magnetic)","Standard circulation coin","2003-2012","Round","Copper plated zinc","2.25","19.05","1.45","Medal alignment ↑↑","2012","2012","L","RCM Logo","1","","UNC","","1.5","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 29","N# 414","5 Cents - George V","Standard circulation coin","1922-1936","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1929","1929","","","1","","VG","","0.49","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 33","N# 413","5 Cents - George VI (round)","Standard circulation coin","1937-1942","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1938","1938","","","1","","VG","","0.25","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 40","N# 411","5 Cents - George VI (Victory; tombac)","Circulating commemorative coin","1943-1944","Dodecagonal (12-sided)","Tombac (Cu 88%, Zn 12%)","4.54","21.234","1.7","Medal alignment ↑↑","1943","1943","","","1","","VG","","0.32","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 50a","N# 404","5 Cents - Elizabeth II (1st portrait, nickel)","Standard circulation coin","1955-1962","Dodecagonal (12-sided)","Nickel","4.54","21.234","1.7","Medal alignment ↑↑","1957","1957","","","1","","VG","","0.1","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 50a","N# 404","5 Cents - Elizabeth II (1st portrait, nickel)","Standard circulation coin","1955-1962","Dodecagonal (12-sided)","Nickel","4.54","21.234","1.7","Medal alignment ↑↑","1958","1958","","","1","","VG","","0.05","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 57","N# 403","5 Cents - Elizabeth II (1st portrait; round)","Standard circulation coin","1963-1964","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1964","1964","","","1","","VG","","0.08","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 60.1 60.2","N# 401","5 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1965-1981","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1968","1968","","KM#60.1 (big portrait)","1","","VG","","0.1","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 60.1 60.2","N# 401","5 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1965-1981","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1978","1978","","KM#60.1 (big portrait)","1","","VG","","0.08","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 60.1 60.2","N# 401","5 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1965-1981","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1980","1980","","KM#60.2 (small portrait)","1","","UNC","","0.85","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 66","N# 402","5 Cents - Elizabeth II (Confederation)","Circulating commemorative coin","1967","Round","Nickel","4.54","21.21","1.7","Medal alignment ↑↑","1967","1967","","","1","","F","","0.19","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 60.2a","N# 400","5 Cents - Elizabeth II (2nd portrait; cupronickel)","Standard circulation coin","1982-1989","Round","Copper-nickel (Cu 75%, Ni 25%)","4.6","21.2","1.76","Medal alignment ↑↑","1983","1983","","","1","","VG","","0.06","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 60.2a","N# 400","5 Cents - Elizabeth II (2nd portrait; cupronickel)","Standard circulation coin","1982-1989","Round","Copper-nickel (Cu 75%, Ni 25%)","4.6","21.2","1.76","Medal alignment ↑↑","1986","1986","","Proof","1","","UNC","","1.93","",""
"Canada","Canada","Canadian dollar (1858-date)","0.05","KM# 182","N# 398","5 Cents - Elizabeth II (3rd portrait)","Standard circulation coin","1990-2001","Round","Copper-nickel","4.6","21.2","1.76","Medal alignment ↑↑","1993","1993","","","1","","VG","","0.16","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 72a","N# 9201","10 Cents - Elizabeth II (2nd portrait; Ottawa mint)","Standard circulation coin","1968","Round","Nickel","2.07","17.82","1.21","Medal alignment ↑↑","1968","1968","","99 V-shaped reeds","2","","VG","","0.12","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 77","N# 7518","10 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1969-1989","Round","Nickel","2.07","18.034","1.19","Medal alignment ↑↑","1974","1974","","KM#77.1 (larger bust)","1","","VG","","0.1","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 77","N# 7518","10 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1969-1989","Round","Nickel","2.07","18.034","1.19","Medal alignment ↑↑","1980","1980","","KM#77.2 (smaller bust) Fine date, narrow ""0"" - Prooflike","1","","UNC","","1.28","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 77","N# 7518","10 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1969-1989","Round","Nickel","2.07","18.034","1.19","Medal alignment ↑↑","1982","1982","","KM#77.2 (smaller bust)","1","","VG","","","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 77","N# 7518","10 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1969-1989","Round","Nickel","2.07","18.034","1.19","Medal alignment ↑↑","1986","1986","","KM#77.2 (smaller bust, Proof)","1","","UNC","","2.32","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 183","N# 380","10 Cents - Elizabeth II (3rd portrait)","Standard circulation coin","1990-2000","Round","Nickel","2.07","18.03","1.22","Medal alignment ↑↑","1993","1993","","","1","","VG","","0.15","",""
"Canada","Canada","Canadian dollar (1858-date)","0.1","KM# 183b","N# 3565","10 Cents - Elizabeth II (3rd portrait; plated)","Standard circulation coin","1999-2003","Round","Nickel plated steel","1.75","18.03","1.22","Medal alignment ↑↑","2001","2001","P","","1","","F","","0.1","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 5","N# 376","25 Cents - Victoria","Standard circulation coin","1870-1901","Round","Silver (.925)","5.81","23.88","","Coin alignment ↑↓","1872","1872","H","E1 or E2 effigy, short ribbon ends","1","","VG","","18.75","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 62b","N# 3863","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1978","Round","Nickel","5.05","23.88","1.61","Medal alignment ↑↑","1972","1972","","148 small Denticles","1","","VF","","0.42","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 81","N# 365","25 Cents - Elizabeth II (Royal Canadian Mounted Police)","Circulating commemorative coin","1973","Round","Nickel","5.05","23.88","1.6","Medal alignment ↑↑","1973","1973","","KM#81.2 (Large portrait, 132 beads) rare","1","","VG","","","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 74","N# 364","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1979-1989","Round","Nickel","5.07","23.88","1.58","Medal alignment ↑↑","1980","1980","","Far Beads","1","","UNC","","1.45","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 74","N# 364","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1979-1989","Round","Nickel","5.07","23.88","1.58","Medal alignment ↑↑","1982","1982","","","1","","VG","","0.29","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 74","N# 364","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1979-1989","Round","Nickel","5.07","23.88","1.58","Medal alignment ↑↑","1986","1986","","Proof-like","1","","UNC","","2.32","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2022","Round","Nickel plated steel","4.43","23.88","1.58","Medal alignment ↑↑","2005","2005","P","Composition mark","1","","F","","0.3","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 510","N# 323","25 Cents - Elizabeth II (Remembrance Day)","Circulating commemorative coin","2004-2005","Round","Nickel plated steel","4.4","23.88","1.58","Medal alignment ↑↑","2004","2004","P","","1","","XF","","1.54","",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 635","N# 318","25 Cents - Elizabeth II (Pink Ribbon)","Circulating commemorative coin","2006","Round","Nickel plated steel","4.43","23.88","1.58","Medal alignment ↑↑","2006","2006","P","","1","","F","","0.25","",""
"Canada","Canada","Canadian dollar (1858-date)","0.5","KM# 75","N# 305","50 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1989","Round","Nickel","8.1","27.13","1.93","Medal alignment ↑↑","1980","1980","","KM#75.3 (smaller bust, 2mm planchet, small beads)","1","","UNC","","1.45","",""
"Canada","Canada","Canadian dollar (1858-date)","0.5","KM# 75","N# 305","50 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1989","Round","Nickel","8.1","27.13","1.93","Medal alignment ↑↑","1986","1986","","KM#75.3 (smaller bust, 2mm planchet, small beads) Proof","1","","UNC","","3.95","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 120","N# 458","1 Dollar - Elizabeth II (small 2nd portrait)","Standard circulation coin","1978-1987","Round","Nickel","15.62","32.13","2.62","Medal alignment ↑↑","1978","1978","","KM#120.1","1","","F","","","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 120","N# 458","1 Dollar - Elizabeth II (small 2nd portrait)","Standard circulation coin","1978-1987","Round","Nickel","15.62","32.13","2.62","Medal alignment ↑↑","1980","1980","","KM#120.1","1","","UNC","","2.5","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 120","N# 458","1 Dollar - Elizabeth II (small 2nd portrait)","Standard circulation coin","1978-1987","Round","Nickel","15.62","32.13","2.62","Medal alignment ↑↑","1985","1985","","KM#120.1 Proof","1","","UNC","","3.6","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 157","N# 465","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coin","1987-1989","Hendecagonal (11-sided)","Bronze plated nickel (.915 nickel, .085 bronze)","7","26.5","1.95","Medal alignment ↑↑","1989","1989","","thickness 1.75 mm","1","","VG","","1.28","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 170","N# 23279","1 Dollar - Elizabeth II (Henry Kelsey)","Non-circulating coin","1990","Round","Silver (.500)","23.3276","36.07","2.95","Medal alignment ↑↑","1990","1990","","","1","","VG","","","",""
"Canada","Canada","Canadian dollar (1858-date)","1","KM# 186","N# 467","1 Dollar - Elizabeth II (3rd portrait)","Standard circulation coin","1990-2003","Hendecagonal (11-sided)","Bronze plated nickel","7","26.5","1.75","Medal alignment ↑↑","1990","1990","","","1","","VG","","1.27","",""
"Canada","Canada","Canadian dollar (1858-date)","2","KM# 270","N# 476","2 Dollars - Elizabeth II (3rd portrait)","Standard circulation coin","1996-2003","Round","Bimetallic: aluminium-bronze centre in nickel ring","7.3","28","1.8","Medal alignment ↑↑","1996","1996","","","2","","VG","","2.41","",""
"China","Hong Kong","Dollar (1863-date)","0.2","KM# 67","N# 1584","20 Cents","Standard circulation coin","1993-1998","Scalloped (with 12 notches)","Nickel brass","2.6","19","1.3","Medal alignment ↑↑","1994","1994","","","1","","VG","","0.14","",""
"China","Hong Kong","Dollar (1863-date)","1","KM# 43","N# 1583","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coin","1978-1980","Round","Copper-nickel","7.1","25.5","1.9","Medal alignment ↑↑","1979","1979","","","1","","VG","","0.17","",""
"China","Hong Kong","Dollar (1863-date)","1","KM# 43","N# 1583","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coin","1978-1980","Round","Copper-nickel","7.1","25.5","1.9","Medal alignment ↑↑","1980","1980","","","1","","VG","","0.37","",""
"Egypt","Egypt","Pound (1916-date)","0.05","KM# 731","N# 1829","5 Qirsh","Standard circulation coin","1992","Round","Brass","3.2","21","1.48","Medal alignment ↑↑","1413","1992","","١٤١٣ - ١٩٩٢","1","","VG","","0.25","",""
"Egypt","Egypt","Pound (1916-date)","0.1","KM# 556","N# 1820","10 Qirsh","Standard circulation coin","1984","Round","Copper-nickel","4.5","25","1.3","Medal alignment ↑↑","1404","1984","","١٤٠٤ - ١٩٨٤","7","","VG","","0.48","",""
"Egypt","Egypt","Pound (1916-date)","0.25","KM# 734","N# 1825","25 Qirsh / Piastres","Standard circulation coin","1993","Round with a round hole","Copper-nickel","5.2","25","1.4","Medal alignment ↑↑","1413","1993","","١٤١٣ - ١٩٩٣","1","","F","","0.66","",""
"Fiji","Fiji","Dollar (1969-date)","0.05","KM# 51","N# 6710","5 Cents - Elizabeth II (3rd portrait)","Standard circulation coin","1986-1987","Round","Copper-nickel","2.8","19.35","","Medal alignment ↑↑","1987","1987","","","1","","VG","","0.09","",""
"Fiji","Fiji","Dollar (1969-date)","0.1","KM# 30","N# 1279","10 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1969-1985","Round","Copper-nickel","5.6","23.6","1.71","Medal alignment ↑↑","1982","1982","","","1","","VG","","","",""
"Fiji","Fiji","Dollar (1969-date)","0.1","KM# 52","N# 3931","10 Cents - Elizabeth II (3rd portrait)","Standard circulation coin","1986-1987","Round","Copper-nickel","5.6","23.6","","Medal alignment ↑↑","1987","1987","","","1","","VG","","","",""
"Finland","Finland","New markka (1963-2001)","0.01","KM# 44","N# 1059","1 Penni","Standard circulation coin","1963-1969","Round","Copper","1.6","15.5","1.11","Medal alignment ↑↑","1963","1963","","Struck at Leningrad Mint","1","","VG","","0.16","",""
"France","France","New franc (1960-2001)","0.05","F# 125","N# 2","5 Centimes","Standard circulation coin","1966-2001","Round","Copper-aluminium","2","17","1.3","Coin alignment ↑↓","1998","1998","","bee mark, 4 folds","1","","VF","","0.24","",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","Coin alignment ↑↓","1963","1963","","owl mark","1","","VG","","0.19","",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","Coin alignment ↑↓","1980","1980","","dolphin mark","1","","VG","","0.12","",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","Coin alignment ↑↓","1994","1994","","dolphin mark","1","","VG","","0.15","",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","Coin alignment ↑↓","1995","1995","","bee mark","1","","VG","","0.1","",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","Coin alignment ↑↓","1996","1996","","bee mark","1","","VG","","0.15","",""
"France","France","New franc (1960-2001)","0.2","F# 156","N# 4","20 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","4","23.5","1.4","Coin alignment ↑↓","1972","1972","","owl mark","1","","VG","","0.13","",""
"France","France","New franc (1960-2001)","0.2","F# 156","N# 4","20 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","4","23.5","1.4","Coin alignment ↑↓","1974","1974","","owl mark","1","","VG","","0.1","",""
"France","France","New franc (1960-2001)","0.2","F# 156","N# 4","20 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","4","23.5","1.4","Coin alignment ↑↓","1987","1987","","dolphin mark","1","","VG","","0.22","",""
"France","France","New franc (1960-2001)","0.2","F# 156","N# 4","20 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","4","23.5","1.4","Coin alignment ↑↓","1997","1997","","bee mark; 2 varieties (see comments)","1","","VG","","0.19","",""
"France","France","New franc (1960-2001)","1","F# 226","N# 6","1 Franc (Signature ""O. Roty"")","Standard circulation coin","1959-2001","Round","Nickel","6","24","1.79","Coin alignment ↑↓","1960","1960","","owl mark, small ""0""","1","","VG","","0.28","",""
"France","France","New franc (1960-2001)","1","F# 226","N# 6","1 Franc (Signature ""O. Roty"")","Standard circulation coin","1959-2001","Round","Nickel","6","24","1.79","Coin alignment ↑↓","1961","1961","","owl mark","1","","VG","","0.19","",""
"France","France","New franc (1960-2001)","5","KM# 926a","N# 79803","5 Francs Semeuse - PIÉFORT","Pattern","1970-1990","Round","Silver (.950)","23.2","29","","Coin alignment ↑↓","1971","1971","","","1","","F","","","",""
"France","France","Euro (2002-date)","0.2","KM# 1286","N# 101","20 Euro Cent (1st map)","Standard circulation coin","1999-2006","Round","Nordic gold","5.74","22.25","2.14","Medal alignment ↑↑","1999","1999","","","1","","VG","","0.29","",""
"French Indochina","French Indochina","Piastre (1880-1952)","0.2","KM# 29.1","N# 2422","20 Centimes","Standard circulation coin","1945","Round","Aluminium","2.2","27","1.3","Coin alignment ↑↓","1945","1945","","KM#29.1; Paris","1","","VG","","1.4","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.01","KM# 5","N# 3418","1 Pfennig","Standard circulation coin","1952-1953","Round","Aluminium","0.7","17","1.6","Medal alignment ↑↑","1952","1952","A","small ""A"" (like 1953)","1","","F","","0.44","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.01","KM# 8","N# 1004","1 Pfennig","Standard circulation coin","1960-1990","Round","Aluminium","0.75","17","1.6","Medal alignment ↑↑","1968","1968","A","KM# 8.1 - Leningrad Mint (USSR)","1","","UNC","","1.22","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.01","KM# 8","N# 1004","1 Pfennig","Standard circulation coin","1960-1990","Round","Aluminium","0.75","17","1.6","Medal alignment ↑↑","1968","1968","A","KM# 8.1 - Leningrad Mint (USSR)","1","","VG","","0.21","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.01","KM# 8","N# 1004","1 Pfennig","Standard circulation coin","1960-1990","Round","Aluminium","0.75","17","1.6","Medal alignment ↑↑","1982","1982","A","KM# 8.2 (smaller design features on obverse)","1","","F","","","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.05","KM# 2","N# 3022","5 Pfennig","Standard circulation coin","1948-1950","Round","Aluminium","1.1","19","1.5","Medal alignment ↑↑","1949","1949","A","smaller date letters, mintage is shared with 1948 (A)","1","","F","","0.44","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.05","KM# 6","N# 3419","5 Pfennig","Standard circulation coin","1952-1953","Round","Aluminium","1.1","19","2","Medal alignment ↑↑","1952","1952","A","","1","","VG","","0.29","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.05","KM# 9","N# 1926","5 Pfennig","Standard circulation coin","1968-1990","Round","Aluminium","1.1","19","1.8","Medal alignment ↑↑","1972","1972","A","KM# 9.1","1","","F","","0.44","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.05","KM# 9","N# 1926","5 Pfennig","Standard circulation coin","1968-1990","Round","Aluminium","1.1","19","1.8","Medal alignment ↑↑","1989","1989","A","KM# 9.2 (smaller design features)","1","","F","","","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.1","KM# 3","N# 3420","10 Pfennig","Standard circulation coin","1948-1950","Round","Aluminium","1.5","21","1.95","Medal alignment ↑↑","1948","1948","A","","1","","VG","","0.2","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.1","KM# 7","N# 3421","10 Pfennig","Standard circulation coin","1952-1953","Round","Aluminium","1.5","21","2","Medal alignment ↑↑","1952","1952","A","","1","","VG","","0.15","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.1","KM# 10","N# 1925","10 Pfennig","Standard circulation coin","1963-1990","Round","Aluminium","1.5","21","2.1","Medal alignment ↑↑","1979","1979","A","","1","","VG","","0.31","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.1","KM# 10","N# 1925","10 Pfennig","Standard circulation coin","1963-1990","Round","Aluminium","1.5","21","2.1","Medal alignment ↑↑","1982","1982","A","","1","","VG","","","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.2","KM# 11","N# 1924","20 Pfennig","Standard circulation coin","1969-1990","Round","Brass","5.4","22.2","1.94","Medal alignment ↑↑","1969","1969","","","3","","F","","0.29","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.2","KM# 11","N# 1924","20 Pfennig","Standard circulation coin","1969-1990","Round","Brass","5.4","22.2","1.94","Medal alignment ↑↑","1969","1969","","","1","","VG","","0.15","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.2","KM# 11","N# 1924","20 Pfennig","Standard circulation coin","1969-1990","Round","Brass","5.4","22.2","1.94","Medal alignment ↑↑","1989","1989","A","","1","","VG","","","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.5","KM# 12","N# 2032","50 Pfennig","Standard circulation coin","1958-1990","Round","Aluminium","2","23","2.02","Medal alignment ↑↑","1958","1958","A","KM#12.1 (small state emblem; Type A)","1","","VG","","0.29","",""
"Germany","German Democratic Republic","Mark (1948-1990)","0.5","KM# 12","N# 2032","50 Pfennig","Standard circulation coin","1958-1990","Round","Aluminium","2","23","2.02","Medal alignment ↑↑","1971","1971","A","KM#12.2 (larger state emblem; Type B)","1","","F","","0.31","",""
"Germany","German Democratic Republic","Mark (1948-1990)","1","KM# 35","N# 2031","1 Mark","Standard circulation coin","1972-1990","Round","Aluminium","2.4","25","2.14","Medal alignment ↑↑","1977","1977","A","KM#35.2 (small date)","1","","F","","0.57","",""
"Germany","German Democratic Republic","Mark (1948-1990)","2","KM# 48","N# 2030","2 Mark","Standard circulation coin","1972-1990","Round","Aluminium","3","27","2.34","Medal alignment ↑↑","1979","1979","A","","1","","F","","","",""
"Germany","German Democratic Republic","Mark (1948-1990)","5","KM# 22","N# 3110","5 Mark (20 Years of GDR - Nickel-bronze)","Circulating commemorative coin","1969","Round","Nickel brass","9.87","29","1.8","Medal alignment ↑↑","1969","1969","","KM#22.1 (39,718,677 melted)","1","","VG","","0.84","",""
"Germany","Hessen-Kassel, Landgraviate of","Thaler","0.041666666666667","KM# 529","N# 78533","1/24 Thaler - Wilhelm IX","Standard circulation coin","1786-1802","Round","Billon","1.49","18.5","","Medal alignment ↑↑","1788","1788","DF","","1","","F","","","",""
"Germany","Germany - 1871-1948","Mark (1873-1923)","0.05","KM# 3","N# 1922","5 Pfennig - Wilhelm I (type 1 - large shield)","Standard circulation coin","1874-1889","Round","Copper-nickel","2.5","18","1.12","Medal alignment ↑↑","1875","1875","A","","1","","F","","1.45","",""
"Germany","Germany - 1871-1948","Mark (1873-1923)","500","KM# 36","N# 7978","500 Mark","Standard circulation coin","1923","Round","Aluminium","1.67","27","1.35","Medal alignment ↑↑","1923","1923","A","","1","","F","","0.89","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 37","N# 1914","1 Reichspfennig","Standard circulation coin","1924-1936","Round","Copper","2","17.5","1","Medal alignment ↑↑","1929","1929","A","","1","","VG","","0.32","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 89","N# 1912","1 Reichspfennig","Standard circulation coin","1936-1940","Round","Bronze","2.01","17.5","1","Medal alignment ↑↑","1939","1939","B","","1","","VG","","","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1940","1940","A","","1","","VG","","0.73","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1940","1940","E","","11","","VG","","","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1941","1941","A","","1","","VG","","0.56","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1941","1941","B","","3","","VG","","0.15","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1941","1941","J","","1","","VG","","0.58","",""
"Germany","Germany - 1871-1948","Reichsmark (1924-1948)","0.01","KM# 97","N# 2586","1 Reichspfennig","Standard circulation coin","1940-1945","Round","Zinc","1.81","17","1.25","Medal alignment ↑↑","1942","1942","A","","7","","VG","","0.57","",""
