"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Note","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description"
"2667188","9781797071435","My Books","",0,,,0,0,,,"A New Look At Jonestown: Dimensions From A Guyanese Perspective","Dimensions from a Guyanese Perspective","en","","Eusi Kwayana","","","","","","Independently published",268,"2019-02-17","paperback",,,,,,,,,,"The 1978 Jonestown fiasco in Guyana is considered the greatest peacetime horror ever. Almost all of the 918 lives lost were Americans. Prime Minister Forbes Burnham called it ""an American problem."" All the books on the subject are written by people from outside. This is the first by residents of the host country."
"1019414","9780825432972","My Books","",0,,,456,1,,,"The Flames of Rome","A Novel","en","Contemporary Fiction,Historical Fiction,Religious & Spiritual Fiction","Paul L. Maier","","","","","","Kregel Publications",456,"1995-07-12","paperback",,,,,,,,,,"A madman who murders his way into power lusts for ever-greater glory and domination. A capital city awash with corruption, sensuality, and political intrigue is at the flash point. And caught between the crushing currents of history are a new but growing religious group known as the followers of The Way.

Award-winning historian and best-selling author Paul L. Maier has created a compelling style of documentary fiction, using only known historical events and persons to bring to life first-century Rome in all its excess, treachery, and insanity. This is the Rome that the apostle Paul visits, where he’s placed on trial, and which is forever changed by his testimony and witness. Maier takes readers into the courtroom of imperial justice and into the homes of the people struggling with the new faith they’ve encountered to answers questions such as:

-How did Christianity first reach Rome?
-Why did Paul have to wait two years for trial and was he condemned or set free?
-Why does the New Testament account in Acts end so abruptly?
-Who set fire to Rome and why did Nero persecute Christians so horribly?

Following the family of Flavius Sabinus, mayor of Rome under Nero Maier captures all the drama and tension of the political conflicts that precede and follow the Great Fire of Rome, and the epic political and religious clashes of the world’s capital. This is the sensational story of pagans at their worst—and Christians at their best. Readers won’t want to put it down."
"1771673","9780805080063","My Books","",0,,,0,0,,,"Pol Pot: Anatomy of a Nightmare","Anatomy of a Nightmare","en","Biography: Historical, Political & Military","Philip Short","","","","","","Henry Holt and Co.",537,"2006-01-10","paperback",,,,,,,,,,"Philip Short observed Pol Pot at close quarters during the one and only official visit Pol ever made abroad, to China in 1975. He was struck by Pol Pot's charm and charisma, yet, soon after, the leader would emerge as the architect of one of the most radical and ruthless experiments in social engineering ever undertaken. His egalitarian utopia released a reign of terror that would result in one in every five Cambodians - more than a million people - perishing in the killing fields of from hunger.

Why did it happen? How did an idealistic dream of justice and prosperity mutate into one of humanity's worst nightmares? To answer these questions, Short traveled through Cambodia, interviewing former Khmer Rouge leaders and sifting through previously closed archives around the world. Key figures, including Khlen Samphan and Ieng Sary, Pol Pot's brother-in-law and foreign minister, speak here for the first time.

Philip Short's masterly narrative reveals how Pol Pot engineered his country's desolation, fashining the definitive portrait of the man who headed one of the most enigmatic and terrifying regimes of modern times.

(back cover)"
"27597","9780261102378","My Books","",0,,,464,1,,,"Return of the King, The",,"en","FICTION/Fantasy / General,FICTION/Fantasy / Epic","J. R. R. Tolkien","","","","","","HCollinsUK",464,"2011-04-17","paperback",,,,,,,,,,"The third part of J.R.R. Tolkien's epic adventure The Lord of The Rings.

The armies of the Dark Lord are massing as his evil shadow spreads even wider. Men, Dwarves, Elves and Ents unite forces to do battle against the Dark. Meanwhile, Frodo and Sam struggle further into Mordor in their heroic quest to destroy the One Ring.

The devastating conclusion of J.R.R. Tolkien's classic tale, begun in the The Fellowship of the Rings and The Two Towers."
"2180812",,"My Books","",0,,,0,0,,,"Selected Poems",,"English","Poetry,Modernist","Ezra Pound","","","","","",,,"1973-01-01",,,,,,,,,,,
"2180245","9780830897940","My Books","",0,,,0,0,,,"The Message of Mark",,"en","Reference Works,Religion,Biblical Commentaries","Donald English","","","","","","IVP Academic",97,"2014-07-14","ebook",,,,,,,,,,"The fast-paced vitality of Mark's narrative of Jesus wins the hearts of modern readers on its own terms. (No small achievement for a Greco-Roman biogragraphy of an ancient sage.) And like any great story, it unveils its meaning to those who listen attentively, who inquire patiently and who brood on its meaning and significance. Donald English has lived with Mark's story for a long time. He has now written a wise, welcoming and nontechnical guide to the narrative and the message of this smallest of the four Gospels. Whether gazing over the Evangelist's shoulder, or taking the actor's stance or adopting the audience's perspective, he writes as one who loves and understands the story. And he writes as one who has a passion to help others appreciate Mark's portrait of Jesus--Son of Man and Son of God."
"2181002","9780140175400","My Books","",0,,,0,0,,,"Galbally For The Defence",,,"Biography: General","Frank Galbally","","","","","","Penguin Books Ltd",233,"1993-01-01","paperback",,,,,,,,,,"Con men, victims of misjustice, informers, deceived husbands, abused wives and children, notorious criminals and corrupt police. In over forty years of practising as an advocate Frank Galbally has seen them all, and represented many of them. In Galbally for the defense he recalls some of his most intriguing cases and dramatic courtroom appearances. There is the chilling case of a man pursued by a drug dealer; the agony of an isolated Italian family terrorised by the deranged father and husband; the humorous if macabre story of a woman returned from the dead; the amazing trial coincidences that gave the author the idea for his novel, juryman; and the grim events surrounding the killing of a Pentridge inmate. The epic courtroom conflicts replayed in the book show the classic defence lawyer in action. Frank Galbally's towering ability to find the flaws in forensic evidence, to expose the inconsistencies of hostile witnesses, and to take enormous risks for the sake of justice makes Galbally for the defence compelling reading. These are the cases that wrote the headlines, set the precedents and made Frank Galbally Australia's best known criminal lawyer."
"1105434","9781844740949","My Books","",0,,,0,0,,,"Dictionary Of The Old Testament: Historical Books","Historical Books","en","Biblical Studies & Exegesis","Bill T. Arnold,H.G.M. Williamson","","","","","","InterVarsity Press",1060,"2007-02-01","hardcover",,,,,,,,,,"""The Dictionary of the Old Testament: Historical Books presents articles on numerous historical topics as well as major articles focused on the books of Joshua, Judges, Samuel, Kings, Chronicles, Ezra and Nehemiah. Other articles focus on the Deuteronomistic History as well as the Chronicler's History, the narrative art of Israel's historians, innerbiblical exegesis, text and textual criticism, and the emergence of these books as canonical. One feature is a series of eight consecutive articles on the periods of Israel's history from the settlement to the postexilic period, which forms a condensed history of Israel within the DOTHB."". ""Syro-Palestinian archaeology is surveyed in one article, while significant archaeological sites receive focused individual treatment. Other articles delve into the histories and cultures of the great neighboring empires - Egypt, Assyria, Babylonia and Persia - as well as lesser peoples, such as the Ammonites, Edomites, Moabites, Philistines and Phoenicians. In addition there are articles on architecture, agriculture and animal husbandry, roads and highways, trade and travel, and water and water systems.""--Jacket."
"2181107",,"My Books","",0,,,0,0,,,"Anglican Church St James’ Dandenong 1864-1964",,"English","Theology,Church History","Unknown","","","","","",,,,,,,,,,,,,,
"2180946","9781447275305","My Books","",0,,,0,0,,,"Cloudstreet",,"en","Contemporary Fiction","Tim Winton","","","","","","Pan MacMillan",448,"2015-08-01","paperback",,,,,,,,,,"With an introduction by Philip Hensher. Winton's Miles Franklin award-winning masterpiece. 

No. 1 Cloudstreet: a broken-down house on the wrong side of the tracks, a place teeming with memories, with shudders and shadows and spirits. From separate catastrophes, two families - the Pickles and Lambs - flee to the city and find themselves thrown together, forced to start their lives afresh. As they roister and rankle, the place that began as a roof over their heads becomes a home for their hearts. Winner of Australia's prestigious Miles Franklin Award, Cloudstreet is Tim Winton's great family drama, a twenty-year story of life and love, full of boisterous energy, joy and heartbreak. His visceral evocation of the Australian landscape is nowhere more extraordinary than in this classic."
"2180596",,"My Books","",0,,,0,0,,,"A prayer book for orthodox Christians",,,"Theology,Liturgics","Holy Transfiguration Monestery","","","","","",,,,,,,,,,,,,,
"2180054",,"My Books","",0,,,0,0,,,"Christian Iconography","A Study of Its Origins","English","Theology","André Grabar","","","","","","Routledge & Kegan Paul",174,"1980-01-01",,,,,,,,,,,
"2181243",,"My Books","",0,,"2017-09-06",0,1,,,"Rabbit 16","Biography, Part 2","English","Poetry","Jessica Wilkinson (Ed.)","","","","","",,,,,"Rabbit Poetry Journal",16,,,,,"Rabbit Poetry",,,
"2181230","9780802864376","My Books","",0,,,0,0,,,"The Nonviolent Atonement",,"en","Christian Theology","J. Denny Weaver","","","","","","Eerdmans",346,"2011-01-26","paperback",,,,,,,"Book Depository",,,"A provocative study that cuts to the very heart of Christian thought, The Nonviolent Atonement challenges the traditional, Anselmian understanding of atonement along with the assumption that heavenly justice depends on Christ s passive, innocent submission to violent death at the hands of a cruel God. Instead J. Denny Weaver offers a thoroughly nonviolent paradigm for understanding atonement, grounded in the New Testament and sensitive to the concerns of pacifist, black, feminist, and womanist theology. While many scholars have engaged the subject of violence in atonement theology, Weaver s Nonviolent Atonement is the only book that offers a radically new theory rather than simply refurbishing existing theories. Key features of this revised and updated second edition include new material on Paul and Anselm, expanded discussion on the development of violence in theology, interaction with recent scholarship on atonement, and response to criticisms of Weaver s original work. Praise for the first edition: The best current single volume on reconstructing the theology of atonement. S. Mark Heim in Anglican Theological Review Weaver provides an important contribution to atonement theories by seriously inserting the contemporary concerns of pacifist, feminist, womanist, and black theologians into the centuries-old christological conversation. . . . A provocative but faithful proposal benefiting any student of christology. Religious Studies Review A noteworthy contribution to the l..."
"2180430","9780830812158","My Books","",0,,,0,0,,,"Recovering the Christian Mind","Meeting the Challenge of Secularism",,"Christianity","Harry Blamires","","","","","","IVP Books",192,"1988-01-01","paperback",,,,,,,,,,
"2864741",,"My Books","",0,,,0,0,,,"The Holy Bible",,,"","","","","","","",,,"1849-01-01",,,,,,,,,,,
"2180068","9780199275922","My Books","",0,,,0,0,,,"A History of the Churches in Australasia",,"en","Linguistics,Australasian & Pacific History,Early History: C 500 To C 1450/1500","Ian Breward","","","","","","Oxford University Press, USA",474,"2004-11-11","paperback",,,,,,,,,,"Australasia has developed strongly Christian societies. Based on research in widely scattered archives, this book not only deals with regional interactions and developments in microstates, but examines the various indigenous religious movements, which were earlier regarded as deviations from Christian orthodoxy but are now seen as significant adaptations of Christian teaching."
"2217073",,"My Books","Theology,Liturgy,Church History,Early Christian Liturgy",0,,,0,0,,,"The Apostolic Tradition Reconstructed","A Text For Students","English","Theology","Paul F. Bradshaw","","","","","","Hymns Ancient and Modern",47,"2021-01-01","paperback","Joint Liturgical Studies",91,,,,,,,,
"2180349","9780732909413","My Books","",0,,,0,0,,,"Father Time","Making Time for Your Children","en","Family & Relationships,Advice On Careers & Achieving Success","Daniel Petre","","","","","","Pan Macmillan Australia",208,"1998-01-01","paperback",,,,,,,,,,"Written for fathers, this guide to fatherhood discusses topics such as the qualities of a good father, achieving a balance between family life and work, 'father-friendly' companies and the problems of fathers who are separated from their children. Looks at real-life situations involving parents and children and discusses the psychological effects on the children. Includes references and suggestions for further reading. The author is a father and former Managing Director of Microsoft Australia."
"2288773","9781647640095","My Books","",0,,,0,0,,,"Meditations by Marcus Aurelius (Classic Wisdom Collection)",,,"","","","","","","",,,,,,,,,,,,,,
"2180397",,"My Books","",0,,,0,0,,,"The scientist and ethical decision",,,"","Charles Hatfield","","","","","",,,,,,,,,,,,,,
"2180587","9789004045477","My Books","",0,,,0,0,,,"Caodai Spiritism: A Study of Religion in Vietnamese Society. with a Preface by P. Rondot","A Study of Religion in Vietnamese Society","en","Professional Interior Design,Religion,Comparative Religion","Oliver","","","","","","Brill",145,"1976-06-01","hardcover",,,,,,,,,,"The Historical Roots Of Caodaism -- The Establishment Of Caodaism -- Tay Ninh And The Chieu Minh Tam Thanh -- The Development Of Caodai Sectarianism -- Attempts At Reunification. By Victor L. Oliver ; Pref. By Pierre Rondot. Preface In French. Bibliography: P. [138]-145."
"2180577","9781433563010","My Books","",0,,,0,0,,,"ESV Systematic Theology Study Bible",,,"Bibles","Crossway","","","","","","Crossway",1904,"2018-01-22",,,,,,,,,,,"Theology should, first and foremost, be rooted in God’s Word. The goal of the ESV Systematic Theology Study Bible is to demonstrate how all Christian doctrine arises from the pages of the Bible. Created to help readers understand how Scripture forms the basis for our understanding of God, humanity, sin, salvation, and eternity, this study Bible features over 400 short in-text doctrinal summaries connecting Christian beliefs to specific Bible passages, 25 longer articles explaining important theological topics in greater depth, and introductions to each book of the Bible that highlight the unique ways each book contributes to the whole of Christian theology. Created by an outstanding team of editors and 26 contributors, this resource has been created to help Christians better connect what they believe about God with the very words of Scripture."
"2181217","9781576834367","My Books","",0,,,0,0,,,"The Message: The Bible in Contemporary Language","The Bible in Contemporary Language","en","Bibles","Eugene H Peterson","","","","","","NavPress Publishing Group",2265,"2005-03-31","hardcover",,,,,,,,,,"Perfect for today's busy Christian, this convenient size of The Message allows the best-selling contemporary translation of the Bible to fit into a briefcase, purse, or backpack.

The Message Burgundy Full Leather Compact Size Bible presents God's Word in the language of today.

Trim size: 3 7/8 x 5 3/4"
"228925","9781631060014","My Books","",0,,,0,0,,,"The Complete Fiction of H.P. Lovecraft","The Complete Fiction Of H.p. Lovecraft (knickerbocker Classics)","en","Anthologies (non-poetry),Horror,Classic Horror","H.P. Lovecraft","","","","","","Race Point Publishing",1112,"2014-10-27","hardcover",,,,,,,"Book Depository",,,"Another excellent edition in the Knickerbocker Classic series, The Complete Fiction of H.P. Lovecraft collects the author's novel, four novellas, and fifty-three short stories. Written between the years 1917 and 1935, this collection features Lovecraft's trademark fantastical creatures and supernatural thrills, as well as many horrific and cautionary science-fiction themes, that have influenced some of today's writers and filmmakers, including Stephen King, Alan Moore, F. Paul Wilson, Guillermo del Toro, and Neil Gaiman. Included in this volume are The Case of Charles Dexter Ward, ""The Call of Cthulhu,"" ""The Dream-Quest of Unknown Kadath,"" ""At the Mountains of Madness,"" ""The Shadow Over Innsmouth,"" ""The Colour Out of Space,"" ""The Dunwich Horror,"" and many more hair-raising tales.



The Knickerbocker Classics bring together the works of classic authors from around the world in stunning gift editions to be collected and enjoyed. Complete and unabridged, these elegantly designed cloth-bound hardcovers feature a slipcase and ribbon marker, as well as a comprehensive introduction providing the reader with enlightening information on the author's life and works."
"2180598","9781593330330","My Books","",0,,,0,0,,,"The Book of Common Prayer [Shhimo] of the Syrian Church",,"en","Encyclopaedias & Reference Works,Religion: General","Bede Griffiths","","","","","","Gorgias Press",356,"2005-07-08","paperback",,,,,,,,,,"In The Book of Common Prayer of the Syrian Church, Bede Griffiths, a monk of the Kurisumala Ashram in Kerala, India, presents a rich tradition of biblically based theology articulated through ""a wealth of poetic beauty which has never been equaled."" Providing an English translation of the daily prayers based on the West Syrian liturgy and approved for use in the Syrian Orthodox and the Catholic Syro-Malankara Churches of South India, Griffiths carefully attends to the rich complexity of the Syriac liturgical tradition. The result is unparalleled access to a distinctively Asian tradition of Christian prayer and theology, prayer and practice, suffused with awe and wonder before the divine mysteries. Originally printed in India, and available only in very limited circulation, Gorgias Press is pleased to introduce Western and worldwide audiences to this rare treasure of the Christian East, presenting Bede Griffiths' The Book of Common Prayer of the Syrian Church to a wide English-language readership of students, scholars, clergy, and laity."
"2180298",,"My Books","",0,,,0,0,,,"Being a Christian when the chips are down",,,"","Helmut Thielicke","","","","","",,,,,,,,,,,,,,
"2180669","9780749939977","My Books","",0,,,0,0,,,"A Life At Work: The Joy Of Discovering What You Were Born To Do","The Joy of Discovering what You Were Born to Do","en","Advice On Careers & Achieving Success,Mind, Body & Spirit","Thomas Moore","","","","","","Piatkus Books",208,"2009-03-01","paperback",,,,,,,,,,"Bestselling author Thomas Moore blends spirituality and psychology to address the strong desire we have to feel fulfilled and satisfied by our work and careers. He also shares the struggles of great thinkers and artists who grappled with their own uncertainty before finding their calling."
"514441","9780310263166","My Books","",0,,,0,0,,,"Stories Behind Women of Extraordinary Faith",,"en","Christian Life & Practice,Christian Aspects Of Sexuality, Gender & Relationships,Personal Christian Testimony & Popular Inspirational Works","Ace Collins","","","","","","Zondervan Publishing Company",235,"2008-03-02","hardcover",,,,,,,,,,"Twenty women whose faith has reshaped the world. Ace Collins employs all his storytelling skill to uncover the deeply personal stories of women whose faith shines for us today. Explore twenty different tales of unparalleled inspiration. Learn how each woman s prayers were heard and answered, and discover how each story can light the way on your own journey of faith."""
"2180089","9780892431915","My Books","",0,,,0,0,,,"Heart of Jesus: Symbol of Redeeming Love","Symbol of Redeeming Love","en","Christian Theology","Bernard Häring","","","","","","Liguori Publications",160,"1983-01-01","paperback",,,,,,,,,,"The heart has always been a symbol used to express emotion, hurt, rejection, human understanding, and above all, love. The Church, in its devotion to the Sacred Heart of Jesus, wants to waken us to a God who has hungered and suffered, known joy and sorrow--a God with a heart. The thirty heart-centered meditations in this book dramatically illustrate our need to turn to the heart of Jesus as a way of overcoming modern disregard for life, justice and peace. Shows us that veneration of the Sacred Heart is more than a pious practice. It is a devotion deeply rooted in Scripture and tradition. This devotion is needed today to bring us to the deep, overflowing love of the heart of Jesus--the hope of reparation and the source of redemption for our world."
"793125","9780486424651","My Books","",0,,,0,0,,,"The Communist Manifesto and Other Revolutionary Writings: Marx, Marat, Paine, Mao, Gandhi, and Others","Marx, Marat, Paine, Mao, Gandhi, and Others","en","Anthologies (non-poetry),Revolutions, Uprisings, Rebellions,Politics & Government","Karl Marx,Jean-Paul Marat,Tom Paine,Mao Zedong,Mahatma Gandhi","","","Bob Blaisdell","","","Dover Publications",284,"2003-01-15","paperback",,,,,,,,,,"Librarian's note: There is an Alternate Cover Edition for this edition of this book here.

This concise anthology presents a broad selection of writings by the world’s leading revolutionary figures. Spanning three centuries, the works include such milestone documents as the Declaration of Independence (1776), the Declaration of the Rights of Man (1789), and the Communist Manifesto (1848). It also features writings by the Russian revolutionaries Lenin and Trotsky; Marat and Danton of the French Revolution; and selections by Jean-Jacques Rousseau, Emma Goldman, Mohandas Gandhi, Mao Zedong, and other leading figures in revolutionary thought.
An essential collection for anyone interested in the issues, ideas, and history of the major revolutions of modern times, this book will prove an enlightening companion to students of this genre. Includes a selection from the Common Core State Standards Initiative: The Declaration of Independence."
"416771","9781481409124","My Books","",0,,,224,1,,,"The City of Gold and Lead",,"en","Juvenile Fiction","John Christopher","","","","","","Aladdin",224,"2013-09-10","ebook","The Tripods",2,,,,,,,,"Will and his friends return to the City of the Tripods—and risk their lives—in this second book of a classic alien trilogy ideal for fans of Rick Yancey’s The 5th Wave and Margaret Peterson Haddix’s Shadow Children series.

When Will and his friends arrived at the White Mountains, they thought everything would be okay. They’d found a safe haven where the mechanical monsters called Tripods could not find them. But once there, they wonder about the world around them and how they are faring against the machines.

In order to save everyone else, Will and his friends want to take down the Tripods once and for all. That means journeying to the Tripod capital: the City of Gold and Lead.

Although the journey will be difficult, the real danger comes once Will is inside the city, where Tripods roam freely and humans are even more enslaved than they are on the outside. Without anyone to help him, Will must learn the secrets of the Tripods—and how to take them down—before they figure out that he’s a spy…and he can only pretend to be brainwashed for so long."
"2077","9780966674866","My Books","",0,,,0,0,,,"Boardwalk Empire: The Birth, High Times, and Corruption of Atlantic City","The Birth, High Times, and Corruption of Atlantic City","en","True Crime,History Of The Americas,Social & Cultural History","Nelson Johnson","","","","","","Medford Press",312,"2010-09-01","paperback",,,,,,,"Daniel",,"2013-05-15","Providing the inspiration and source material for the upcoming HBO series produced by Academy Award–winning director Martin Scorsese and Emmy Award–winning screenwriter Terence Winter, this riveting and wide-reaching history explores the sordid past of Atlantic City—forever a freewheeling town long-dedicated to the fast buck—from the city's heyday as a Prohibition-era mecca of lawlessness to its rebirth as a legitimate casino resort in the modern era. A colorful cast of powerful characters, led by “Commodore” Kuehnle and “Nucky” Johnson, populates this stranger-than-fiction account of corrupt politics and the toxic power structure that grew out of guile, finesse, and extortion. Atlantic City's shadowy past—through its rise, fall, and rebirth—is given new light in this revealing, and often appalling, study of legislative abuse and organized crime."
"47800","9781607067702","My Books","",0,,,0,0,,,"East of West, Vol. 1: The Promise",,"en","Science Fiction,Graphic Novels, Anime & Manga","Jonathan Hickman","Jr. Frank Martin","","","","","Image Comics",152,"2013-09-11","paperback","East of West (Collected Editions)",1,,,,,,,,"This is the world. It is not the one we wanted, but it is the one we deserved. The Four Horsemen of the Apocalypse roam the Earth, signaling the End Times for humanity, and our best hope for life, lies in Death.

Collecting: East Of West 1-5"
"2180404","9780880703055","My Books","",0,,,0,0,,,"The Christian, the Arts, and Truth: Regaining the Vision of Greatness","Regaining the Vision of Greatness","en","","Frank E. Gaebelein","","","","","","Multnomah Press",261,"1985-01-01","paperback",,,,,,,,,,
"2338406",,"My Books","",0,,,0,0,,,"The Arians of the Fourth Century",,,"","John Henry Newman","","","","","","Aberdeen University Press",,"1895-01-01","hardcover",,,,,,,,,,
"2180808",,"My Books","",0,,,0,0,,,"The Casualty Department",,"English","History,Medical","T. G. Lowden","","","","","","E. & S. Livingstone",,"1955-01-01",,,,,,,,,,,
"2180794",,"My Books","",0,,,0,0,,,"The Story of the Red Cross",,"English","History,Medical","Joan Lindsay and Daryl Lindsay","","","","","","McLaren & Co",,,,,,,,,,,,,
"2181254","9780316734974","My Books","",0,,,0,0,,,"Hank Williams: The Biography","The Biography","en","Country & Western Music,Biography: Arts & Entertainment","Colin Escott,George Merritt,William MacEwen","","","","","","Back Bay Books",388,"2004-04-13","paperback",,,,,,,"Book Depository",,,"- Long considered the last word on Hank Williams, this biography has remained continuously in print since its first publication in 1994.- This new edition has been completely updated and includes many previously unpublished photographs, as well as a complete catalog detailing all the songs Hank Williams ever wrote, even those he never recorded.- Colin Escott is codirector and cowriter of the forth-coming two-hour PBS/BBC television documentary on Hank Williams, set to broadcast in spring 2004, and coauthor of ""Hank Williams: Snapshots from the Lost Highway.- HANK WILLIAMS was the third-prize winner of the prestigious Ralph J. Gleason Music Book Award."
"2181256","9789749575567","My Books","",0,,,0,0,,,"Pol Pot's Little Red Book: The Sayings of Angkar",,"en","Asian History,20th Century History: C 1900  To C 2000,Ethnic Minorities & Multicultural Studies","Henri Locard","","","","","","Silkworm Books",350,"2005-01-01","paperback",,,,,,,"Book Depository",,,"This handbook of slogans, interspersed with historical commentary and contextual analysis, describes the Khmer Rouge regime and exposes the horrific foundation upon which it constructed its reign of terror. On April 17, 1975, the Khmer Rouge seized power in Phnom Penh. In the three years, eight months, and twenty days of their government, they made a tabula rasa of Cambodian society and culture, forcing the people to evacuate the cities and move to the countryside. They instituted a total collectivism based on the doctrine of ""Pol Pot-ism,"" the Cambodian version of fundamentalist Maoism. Assembled in this collection are the sayings that make up a ""newspeak"" uttered by the Khmer Rouge cadres: slogans, maxims, advice, instructions, watchwords, orders, warnings, and threats. All were spoken in the name of the ominous Angkar--a faceless and lawless ""Organization""--in order to indoctrinate, control, and terrorize the populace. These sayings have been collected from survivors throughout Cambodia between 1991 and 1995. They form the macabre, bare-bones skeleton of Khmer Rouge ideology."
"2743015","9781557767851","My Books","",0,,,0,0,,,"Narcotics Anonymous (Leather Bound, 6th Edition)",,"en","","","","","","","","Narcotics Anonymous",,,"hardcover",,,,,,,,,,
"621130","9780195002942","My Books","",0,,,0,0,,,"The Epistle to the Romans",,"en","Christianity,Biblical Studies & Exegesis,Biblical Commentaries","Karl Barth","","Edwyn Clement Hoskyns","","","","Oxford University Press, USA",568,"1968-12-31","paperback",,,,,,,"Book Depository",,"2018-05-22","Named one of Church Times's Best Christian Books

This volume provides a much-needed English translation of the sixth edition of what is considered the fundamental text for fully understanding Barthianism. Barth--who remains a powerful influence on European and American theology--argues that the modern Christian preacher and theologian face the same basic problems that confronted Paul. Assessing the whole Protestant argument in relation to modern attitudes and problems, he focuses on topics such as Biblical exegesis; the interrelationship between theology, the Church, and religious experience; the relevance of the truth of the Bible to culture; and what preachers should preach."
"2180645",,"My Books","",0,,,0,0,,,"The Hours of Prayer from Lauds to Compline Inclusive","Compiled from the Sarum Breviary and Other Rites","English","Theology,Liturgics","Catholic Church","","","","","","A.R. Mowbray",370,"1949-01-01",,,,,,,,,,,
"2180612","9781532658570","My Books","",0,,,0,0,,,"Contextualizing Theology in the South Pacific","The Shape of Theology in Oral Cultures","en","Christianity,Christian Theology,Christian Mission & Evangelism","Randall G. Prior","","","","","","Pickwick Publications",280,"2019-07-10","paperback",,,,,,,,,,"This book engages with a widespread contemporary dilemma--how do we do theology in a context where the cultures of the people are oral and not literate? The nations of the South Pacific, from their missionary beginnings, inherited an approach to theology that was dominated by Western cultural categories. The global movement of contextualization began to impact upon Pacific churches in the 1960s, and challenged this inherited approach. Significant changes have resulted, but the dilemma has remained. The dominant approach is still one that is defined by and better suited to literate cultures. The consequence is that theology remains an alien enterprise, distant from the life of the local churches, and distant from the hearts and minds of the indigenous people. In facing the dilemma, this book exposes the fundamental differences between primary oral cultures and primary literate cultures, and identifies the key factors that lie at the heart of the theological problem. By addressing each of these in turn, the author then paves the way ahead. He offers a methodology for theology that is rooted within the oral cultural context of the South Pacific . . . and potentially in any context where oral cultures are the norm. The consequences for theology and for theological education are profound. """"Contextualizing Theology in the South Pacific is an in-depth description of how the church of Vanuatu developed its own definition, content, and methodology of theology. The story is told th..."
"2180362",,"My Books","",0,,,0,0,,,"I Pledge You My Troth","A Christian View of Marriage, Family, Friendship","English","Families","James H. Olthuis","","","","","","Harper & Row",148,"1989-01-01",,,,,,,,,,,
"2180765",,"My Books","",0,,,0,0,,,"The Australian Hymn Book with Catholic Supplement","Harmony Edition","English","Theology,Hymn Books","Australian Hymn Book Pty Ltd","","","","","","Collins",,"1977-01-01",,,,,,,,"Savers, Fountain Gate","undefined 3.99",,
"1584480","9780316078450","My Books","",0,,,0,0,,,"The Language God Talks: On Science and Religion",,"en","Religion,Religion & Science,Spirituality & Religious Experience","Herman Wouk","","","","","","Little, Brown Spark",183,"2010-04-05","hardcover",,,,,,,"David Fernee",,,"""More years ago than I care to reckon up, I met Richard Feynman."" So begins The Language God Talks, Herman Wouk's gem on navigating the divide between science and religion. In one rich, compact volume, Wouk draws on stories from his life as well as on key events from the 20th century to address the eternal questions of why we are here, what purpose faith serves, and how scientific fact fits into the picture. He relates wonderful conversations he's had with scientists such as Feynman, Murray Gell-Mann, Freeman Dyson, and Steven Weinberg, and brings to life such pivotal moments as the 1969 moon landing and the Challenger disaster. 

Brilliantly written, The Language God Talks is a scintillating and lively investigation and a worthy addition to the literature."
"2180129","9780310923213","My Books","",0,,,0,0,,,"Niv Worship Bible, Large Print Edition","New International Version, Containing the Old Testament and the New Testament","en","Bibles","Zondervan Publishing","","","","","","ZONDERVAN",1939,"1994-03-04","hardcover",,,,,,,,,,"The New International Version is the world's most popular Bible in modern English and is renowned for its combination of accuracy and clarity of language."
"2041670","9780141043913","My Books","",0,,,0,0,,,"Great Ideas Revolution and War",,"en","Philosophy","Marx Karl","","","","","","Penguin UK",123,"2009-09-22","paperback",,,,,,,,,,"Written during Karl Marx's brilliant career as a polemical journalist, these blazing pieces tackle subjects ranging from the strikes of angry British workers to insurrection in Europe, from the American Civil War to the misery of colonial rule in India, demonstrating the radical spirit and outrage at social injustice that would make him one of the most influential political philosophers of all time. Throughout history, some books have changed the world. They have transformed the way we see ourselves - and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives - and destroyed them. Now Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization and helped make us who we are."
